Country,YearBuilt,Type,Length_m,BrandPrestige,Price_USD
France,2020,Motor,10.47,1,89631.5
Other,2020,Motor,52.1,1,4113406.53
USA,2024,Motor,27.67,3,2096702.83
Italy,2024,Motor,36.7,3,3916364.57
Greece,2018,Motor,12.1,4,176489.88
Other,2024,Motor,17.06,4,518047.91
France,2022,Motor,16.45,1,305460.64
Other,2020,Motor,41.95,3,2842884.6
USA,2018,Motor,26.81,3,1171042.54
UK,2019,Sailing,25.79,5,1527238.07
Netherlands,2023,Motor,41.08,4,5140821.47
France,2021,Motor,27.13,5,1861036.68
Italy,2019,Sailing,38.36,4,3049624.75
France,2020,Motor,33.17,4,2120954.77
Other,2021,Motor,38.83,4,3317238.63
USA,2018,Motor,32.73,2,1192755.25
USA,2020,Sailing,23.7,2,715148.68
Other,2024,Sailing,17.49,5,621834.99
USA,2022,Sailing,23.5,4,1010451.54
Italy,2023,Motor,6.29,5,66942.7
France,2018,Motor,7.33,4,44150.84
Germany,2022,Motor,31.94,3,2198365.32
France,2023,Motor,83.55,3,22887205.66
UK,2023,Sailing,36.25,3,2487730.44
Other,2023,Motor,28.39,2,612835.4
Other,2020,Motor,34.02,2,1704166.78
Other,2023,Motor,25.17,1,738576.24
France,2021,Motor,17.17,4,439965.28
UK,2023,Motor,30.15,4,2539113.93
USA,2023,Motor,48.74,4,9566216.84
Italy,2019,Motor,18.72,3,529223.65
Turkey,2024,Sailing,16.89,3,377694.81
Spain,2020,Motor,7.91,3,54125.49
Spain,2022,Sailing,20.93,4,770145.29
USA,2023,Sailing,18.89,1,335703.95
Other,2019,Motor,40.06,4,2669634.79
Italy,2024,Motor,42.05,3,6064256.16
UK,2021,Motor,41.98,4,5366696.39
Germany,2024,Motor,80.12,2,17213314.96
Spain,2021,Catamaran,6.66,1,24838.27
Netherlands,2018,Motor,16.44,4,339032.46
Other,2024,Motor,38.34,2,2829591.18
Netherlands,2024,Catamaran,18.54,4,711568.63
Germany,2020,Motor,64.5,5,18679975.76
Greece,2018,Motor,52.75,5,7578602.0
Netherlands,2019,Sailing,19.32,4,570743.79
Spain,2024,Motor,28.5,3,1528595.09
France,2024,Motor,57.87,2,9885017.05
France,2021,Motor,34.2,2,1632132.39
Netherlands,2021,Sailing,36.33,4,2865560.78
USA,2022,Motor,58.58,3,10188938.47
UK,2021,Motor,7.05,3,38958.45
Italy,2024,Motor,8.37,1,66415.38
Turkey,2023,Motor,28.87,4,1674342.66
USA,2024,Motor,21.98,4,1163753.88
Greece,2024,Motor,29.03,1,1140900.69
Italy,2020,Motor,25.79,4,1519289.67
Turkey,2024,Motor,41.77,5,6434394.21
USA,2023,Motor,12.68,3,247189.42
UK,2023,Motor,46.53,3,5600707.33
Netherlands,2024,Catamaran,27.87,3,1595224.16
Turkey,2023,Motor,40.83,1,2177886.59
Italy,2019,Catamaran,24.89,2,895409.88
Netherlands,2023,Motor,36.45,2,2911469.39
USA,2022,Sailing,17.19,3,448141.43
Other,2022,Sailing,38.89,5,3957446.43
France,2022,Motor,16.62,4,521078.51
Other,2020,Sailing,28.16,2,884774.53
Greece,2021,Motor,40.3,1,2197029.75
France,2024,Motor,22.81,2,796578.66
Other,2022,Motor,36.12,2,2312001.32
Spain,2018,Motor,35.26,5,2773744.26
Netherlands,2018,Motor,99.61,4,31158866.42
Germany,2019,Motor,27.17,4,1470738.32
France,2019,Motor,35.71,1,1792200.56
USA,2021,Motor,44.82,4,7170615.84
Italy,2018,Motor,30.95,1,1230691.12
USA,2019,Motor,33.72,3,2019572.44
Other,2019,Motor,6.29,2,23558.81
USA,2021,Motor,32.34,5,3804759.58
Other,2024,Motor,29.16,3,1768149.44
USA,2018,Motor,36.27,2,2330047.36
France,2021,Motor,31.66,4,2337582.98
Italy,2024,Motor,24.87,3,1409166.36
USA,2019,Motor,42.77,4,4511895.14
USA,2022,Motor,83.59,4,29706172.58
Spain,2020,Sailing,32.99,1,1266916.46
Turkey,2024,Motor,14.42,4,337562.18
USA,2023,Motor,43.72,5,10228327.56
Turkey,2022,Motor,14.1,4,258324.93
Other,2019,Motor,72.96,4,12633066.05
France,2024,Motor,13.17,2,239303.02
USA,2020,Motor,65.74,4,14638664.24
Italy,2021,Motor,23.58,2,919320.52
Italy,2023,Motor,13.68,5,493559.62
France,2024,Motor,35.09,5,4809566.87
USA,2021,Motor,65.67,4,15210985.97
Other,2019,Sailing,39.72,3,2474845.27
USA,2019,Sailing,41.52,4,3898603.18
Italy,2022,Motor,10.58,2,125764.66
Turkey,2020,Sailing,27.98,3,1045617.22
Other,2021,Motor,37.89,3,2809144.36
Other,2024,Motor,123.7,5,106200383.2
Spain,2021,Sailing,12.63,3,176840.31
USA,2024,Motor,72.3,4,24880119.45
Other,2018,Motor,37.6,2,1670693.92
Netherlands,2022,Motor,31.46,3,2272270.73
Netherlands,2021,Motor,27.81,2,1222462.08
Turkey,2020,Motor,68.99,4,12044114.01
Italy,2019,Motor,27.29,5,2354583.74
Italy,2019,Sailing,7.4,5,69337.9
Other,2023,Motor,13.48,5,351509.55
Turkey,2023,Motor,16.46,3,372605.54
Other,2022,Motor,37.97,5,5104143.03
Spain,2019,Motor,33.12,4,1162399.82
France,2021,Motor,10.68,2,127480.11
Other,2023,Motor,43.91,5,6554634.56
Spain,2024,Motor,30.58,4,2392720.42
Other,2024,Motor,13.5,2,230123.81
Italy,2024,Sailing,18.27,4,714214.74
Other,2022,Motor,36.36,5,3943661.07
USA,2018,Sailing,41.01,5,4203351.01
Greece,2024,Catamaran,21.4,2,643974.21
Other,2018,Motor,57.88,4,7498282.22
USA,2024,Motor,24.0,1,987491.42
Italy,2018,Motor,18.08,5,556488.92
USA,2020,Motor,47.91,4,6234678.06
Netherlands,2024,Sailing,30.01,2,1490522.2
Other,2021,Motor,40.13,4,3228023.09
Other,2022,Motor,65.11,1,6363098.29
Greece,2018,Sailing,54.28,4,5341177.76
France,2019,Motor,44.0,5,5929458.2
UK,2022,Motor,30.36,5,3081007.53
USA,2019,Motor,75.29,3,16714903.63
Italy,2024,Motor,48.51,2,6525235.49
USA,2021,Sailing,35.16,4,2461951.38
Other,2023,Motor,36.63,3,2778627.05
USA,2023,Motor,25.97,3,1463090.05
Germany,2020,Sailing,22.76,2,543203.74
USA,2019,Motor,38.55,3,3180264.83
UK,2020,Sailing,13.8,2,172637.02
Turkey,2023,Motor,27.51,1,921334.99
Italy,2022,Motor,25.97,4,1679888.44
Other,2024,Motor,29.56,2,3993581.1
UK,2019,Motor,48.0,3,5274104.06
France,2023,Motor,26.22,1,949329.87
Turkey,2018,Motor,17.23,4,305487.76
UK,2020,Motor,26.32,3,1139640.45
UK,2022,Motor,6.13,3,33042.48
USA,2020,Motor,36.96,4,3045302.59
UK,2018,Motor,25.72,2,809918.09
France,2021,Motor,24.6,4,1207614.74
Italy,2021,Motor,138.67,3,86424743.99
USA,2022,Motor,7.02,3,52036.6
USA,2022,Motor,46.65,2,4717372.84
Other,2024,Motor,14.66,2,225748.62
Netherlands,2018,Motor,45.97,3,4466130.34
France,2021,Motor,39.51,2,2820631.91
Turkey,2019,Catamaran,15.14,1,135559.09
Netherlands,2021,Motor,37.61,4,3734840.25
Other,2024,Motor,40.13,5,6140376.72
UK,2019,Motor,37.83,4,3202898.75
USA,2021,Motor,35.91,3,2780103.73
Spain,2022,Motor,32.3,2,1591269.6
Other,2023,Sailing,24.83,2,675195.56
UK,2021,Motor,32.06,4,2581143.17
France,2020,Motor,29.6,3,1576005.66
Other,2023,Motor,16.03,4,474779.1
Turkey,2024,Motor,10.88,1,103735.89
UK,2018,Sailing,31.22,3,1376045.26
Italy,2024,Motor,25.93,4,1863424.52
Italy,2022,Motor,31.39,1,1576859.75
Germany,2023,Motor,32.43,4,2882436.32
Italy,2022,Motor,19.01,3,586730.66
Italy,2020,Motor,29.89,1,1278677.02
Turkey,2024,Motor,40.56,2,2713732.57
Italy,2021,Motor,15.21,5,648336.27
France,2018,Motor,19.66,2,439465.87
Other,2020,Motor,58.63,2,6711970.21
Italy,2024,Motor,37.35,3,4062276.01
Italy,2018,Motor,15.34,3,314818.01
USA,2021,Sailing,31.27,5,2511413.85
Other,2022,Catamaran,11.78,2,123999.8
UK,2023,Motor,6.49,4,48115.25
Other,2018,Motor,39.28,2,1810598.06
Other,2022,Motor,41.57,4,4377392.41
USA,2024,Motor,25.92,4,1591269.37
Other,2024,Motor,43.89,1,3053554.74
USA,2018,Catamaran,27.58,4,1472207.97
USA,2021,Motor,81.42,5,37622261.59
Turkey,2023,Motor,32.6,5,3157596.78
France,2022,Motor,39.94,4,4739814.32
USA,2023,Motor,47.88,2,5361789.27
USA,2019,Motor,11.39,5,214391.42
Netherlands,2023,Motor,16.28,1,265297.21
Netherlands,2021,Motor,36.92,3,2727682.19
USA,2022,Motor,44.07,2,4318171.77
Other,2020,Sailing,49.14,2,3325541.54
Italy,2019,Motor,29.96,5,2760084.84
Italy,2023,Sailing,30.39,1,976479.13
Spain,2023,Motor,27.98,1,1141055.84
Germany,2023,Motor,80.45,3,21756486.85
France,2024,Motor,38.9,3,3788804.06
USA,2022,Motor,15.83,2,316171.85
Other,2020,Motor,42.34,5,4930180.97
UK,2019,Motor,41.92,2,3052205.17
Other,2018,Sailing,31.93,3,1168395.45
UK,2022,Motor,39.9,3,3742969.48
Other,2020,Sailing,37.89,2,1778120.25
USA,2021,Motor,8.15,2,64416.97
Netherlands,2022,Motor,40.45,3,3833920.97
UK,2022,Motor,8.81,2,76995.78
Other,2023,Motor,27.83,2,1051803.21
France,2019,Motor,48.91,4,6696433.64
Other,2023,Motor,18.81,1,355552.71
France,2018,Sailing,44.87,2,2800714.9
USA,2022,Motor,59.61,5,18531310.16
UK,2023,Motor,19.13,2,621254.84
Greece,2021,Sailing,41.63,2,2227419.57
Other,2023,Motor,16.7,1,263490.59
Turkey,2020,Motor,18.14,1,288662.36
Italy,2023,Sailing,15.01,2,254819.85
Italy,2018,Motor,74.25,4,19982074.8
Greece,2023,Motor,49.16,4,6766304.73
Greece,2023,Motor,40.53,2,2683269.43
Italy,2019,Motor,62.67,4,14056265.09
Italy,2020,Motor,34.0,2,2307978.98
Other,2024,Motor,40.47,2,3175034.85
Germany,2019,Motor,16.84,5,601099.21
UK,2023,Motor,36.89,4,3973504.1
Italy,2022,Motor,27.11,4,1621575.6
USA,2022,Sailing,10.59,3,115068.33
Other,2024,Motor,38.61,1,2302356.96
Other,2018,Motor,95.49,4,22950760.58
Greece,2023,Motor,30.98,1,1485395.86
USA,2020,Motor,35.19,2,2169782.43
Other,2019,Motor,25.18,4,1082195.85
Other,2023,Motor,13.22,2,193503.18
France,2024,Motor,33.5,4,3142811.18
France,2021,Motor,26.69,1,978016.46
UK,2019,Catamaran,12.13,3,160306.71
Italy,2021,Motor,20.16,4,739038.21
Other,2024,Motor,143.57,4,116619784.21
Other,2019,Catamaran,30.62,5,1808616.53
France,2023,Motor,40.46,1,2581187.79
Turkey,2018,Sailing,39.64,4,2543025.31
Turkey,2020,Sailing,53.93,2,4365864.71
USA,2023,Sailing,32.73,1,1715077.86
USA,2019,Motor,99.81,3,30378148.48
Greece,2024,Sailing,16.64,1,250015.2
Other,2018,Motor,44.43,5,5748783.29
USA,2018,Motor,29.63,5,2029553.41
France,2024,Motor,49.96,4,8289157.2
USA,2018,Motor,66.95,4,13097488.12
USA,2020,Motor,33.18,2,1899330.54
Spain,2024,Motor,28.55,4,1911777.54
France,2019,Motor,37.68,3,2777170.24
USA,2024,Catamaran,38.83,5,6433659.63
Spain,2020,Motor,39.86,4,3130707.34
Turkey,2018,Motor,15.06,1,401791.87
Other,2022,Motor,140.54,4,88052451.99
Italy,2024,Sailing,37.88,4,4394048.85
USA,2023,Sailing,8.62,3,85803.12
Spain,2022,Motor,35.83,1,1844929.17
USA,2018,Motor,15.53,3,294640.85
Other,2021,Sailing,7.58,2,33087.59
Netherlands,2024,Motor,42.93,3,5118365.18
UK,2020,Motor,27.72,1,1009840.59
Germany,2021,Sailing,43.98,5,5416105.01
Other,2022,Motor,37.1,3,2633216.32
Italy,2024,Sailing,44.31,5,8835007.9
Spain,2019,Catamaran,25.9,3,924669.64
Other,2021,Sailing,29.44,5,1632606.58
USA,2018,Motor,39.7,4,3827280.58
Other,2019,Motor,10.26,5,142538.46
Greece,2022,Motor,35.03,3,2161889.19
UK,2019,Motor,41.14,3,3268984.1
Other,2021,Sailing,37.26,2,1953356.54
Other,2020,Motor,14.72,4,261263.54
Other,2024,Motor,49.84,4,8327103.94
Other,2024,Motor,27.31,3,1229467.3
Other,2021,Motor,27.14,1,807361.58
Italy,2022,Motor,11.66,4,217745.49
USA,2024,Motor,45.39,5,9715114.75
Italy,2024,Motor,23.55,1,726629.06
Turkey,2023,Motor,39.79,2,3005950.81
Greece,2021,Motor,46.66,5,7032467.33
USA,2023,Sailing,30.34,1,1156303.62
Other,2023,Motor,20.89,2,692924.93
Italy,2018,Motor,148.36,4,107541033.36
Netherlands,2021,Sailing,37.15,1,1737612.99
France,2021,Motor,47.84,3,5766794.25
Spain,2023,Motor,39.12,2,3087927.11
USA,2021,Motor,11.1,3,152443.87
Netherlands,2024,Motor,10.14,5,196525.01
USA,2019,Motor,35.59,2,2108585.71
Italy,2023,Motor,33.69,3,2633015.21
Italy,2022,Motor,14.34,1,233403.05
UK,2024,Motor,34.01,4,3319682.54
USA,2018,Motor,17.86,4,520999.75
Italy,2020,Motor,13.63,3,215070.68
France,2021,Motor,33.88,2,1972590.06
Turkey,2021,Motor,26.24,1,667872.42
Turkey,2018,Motor,83.2,5,24102019.49
USA,2019,Motor,27.56,2,1111818.81
Italy,2021,Motor,37.93,2,2836159.92
Other,2022,Motor,11.46,4,176958.35
Other,2023,Motor,29.35,2,1425340.93
Spain,2019,Motor,43.94,5,5630013.78
Other,2022,Sailing,44.88,2,2939764.61
Netherlands,2022,Catamaran,16.9,1,278816.68
UK,2024,Motor,43.13,2,4835638.05
Other,2024,Motor,44.81,2,4079083.28
Netherlands,2020,Motor,27.97,2,1158453.25
Italy,2022,Motor,22.97,4,1071108.49
Spain,2022,Motor,21.34,3,659606.93
USA,2018,Motor,6.27,2,28178.9
Other,2024,Motor,12.89,1,120183.18
Other,2024,Catamaran,18.44,3,504614.7
Other,2024,Motor,37.3,4,3321338.79
Italy,2024,Motor,32.63,4,3749485.5
Italy,2021,Motor,36.89,2,2604403.17
France,2022,Motor,43.41,3,4590833.29
Greece,2022,Motor,31.82,1,1372845.98
Italy,2024,Motor,16.53,2,435590.18
USA,2022,Motor,33.94,1,1826199.83
Greece,2018,Motor,28.63,2,1027905.48
Other,2021,Motor,33.88,3,2256779.36
Other,2019,Motor,16.74,3,344382.21
UK,2019,Motor,29.15,5,2187741.98
UK,2018,Motor,30.03,5,2596930.66
Other,2020,Motor,81.33,2,14101449.54
Germany,2023,Motor,61.25,2,10200499.61
USA,2022,Motor,27.38,5,2263753.0
Other,2024,Catamaran,28.37,1,949542.27
Italy,2019,Motor,41.62,4,4505548.0
Italy,2023,Sailing,18.3,3,557775.69
UK,2022,Motor,36.66,2,2486436.12
France,2023,Catamaran,32.95,2,1786704.4
Germany,2020,Motor,22.25,3,841523.56
Germany,2022,Catamaran,7.04,3,48673.28
Italy,2020,Motor,68.91,3,14850567.01
Italy,2022,Motor,47.34,3,7271075.13
Netherlands,2018,Sailing,6.25,2,19360.62
Turkey,2022,Motor,47.19,5,7254453.6
Other,2020,Motor,26.05,5,1537300.16
Other,2024,Motor,40.66,4,4616181.26
France,2024,Motor,16.71,2,378628.11
Other,2023,Motor,65.28,3,11747727.73
Italy,2023,Motor,19.09,3,645379.73
Other,2021,Motor,113.92,4,52970824.61
Italy,2022,Catamaran,39.83,4,4907892.56
Italy,2024,Sailing,18.6,5,853135.6
Netherlands,2021,Motor,44.13,5,7293421.69
Spain,2021,Motor,7.49,4,48957.75
Italy,2022,Motor,14.7,3,336203.53
Spain,2023,Motor,47.68,5,8579940.51
Spain,2022,Sailing,28.26,2,1041878.6
USA,2024,Motor,36.9,2,3087219.67
USA,2022,Motor,33.88,3,2461859.92
Italy,2024,Catamaran,33.85,5,2479228.65
UK,2021,Motor,17.21,1,264773.02
France,2024,Motor,40.93,3,4726801.56
France,2022,Motor,26.48,4,1507327.72
Spain,2019,Motor,35.2,2,1533613.84
USA,2019,Motor,80.24,4,20726829.73
France,2024,Motor,34.14,4,3565016.33
Italy,2019,Motor,64.96,3,12291393.38
UK,2018,Sailing,15.38,4,259355.16
Netherlands,2024,Motor,63.62,2,12189389.7
Other,2022,Motor,26.9,2,926010.89
Spain,2021,Motor,12.12,1,122859.1
Other,2024,Motor,33.95,5,3985126.47
USA,2024,Motor,45.29,4,7584423.9
Germany,2024,Motor,36.03,1,2401412.44
Italy,2019,Motor,32.36,5,3263632.94
Other,2023,Catamaran,6.4,1,23647.89
UK,2021,Motor,41.89,4,4759565.09
Other,2023,Motor,7.83,3,49000.04
Other,2023,Motor,17.89,3,489252.8
Italy,2021,Motor,49.07,5,11930407.14
France,2023,Motor,81.85,5,35614813.81
UK,2023,Motor,49.74,2,6126277.22
USA,2024,Motor,63.97,3,15303024.86
Greece,2024,Motor,98.66,4,38177510.73
Other,2021,Motor,15.22,1,188810.46
Italy,2020,Motor,25.81,2,1045064.93
Turkey,2020,Motor,37.62,5,3632400.97
France,2024,Motor,24.63,1,795355.07
Italy,2023,Motor,27.26,1,1204718.36
USA,2023,Motor,80.27,3,23418644.18
Italy,2019,Sailing,36.94,3,2409521.61
USA,2024,Motor,24.91,2,1105525.24
France,2022,Motor,76.62,2,15280616.39
Other,2019,Motor,40.25,4,3206483.63
Spain,2022,Motor,44.42,5,6936385.93
Other,2023,Motor,37.38,3,3069566.22
Turkey,2023,Motor,34.22,3,2406192.28
Other,2021,Motor,8.8,4,82454.0
Other,2019,Sailing,26.68,2,708657.23
Germany,2024,Motor,10.67,4,164748.89
UK,2018,Motor,34.87,4,2413601.97
Spain,2018,Motor,39.95,3,2450893.42
Spain,2022,Sailing,27.36,4,1310505.04
Germany,2023,Motor,30.21,2,1682805.95
Other,2022,Motor,77.9,4,19224188.72
Spain,2018,Sailing,37.87,4,2245798.42
USA,2022,Motor,72.6,1,11947078.71
Other,2024,Motor,44.36,4,5996451.32
USA,2022,Motor,24.47,1,702537.4
Other,2023,Motor,14.66,3,257997.25
USA,2018,Motor,45.61,3,4612054.62
Netherlands,2018,Catamaran,23.13,3,763015.66
USA,2019,Motor,10.85,1,92785.97
Turkey,2024,Motor,32.12,2,1746609.09
USA,2022,Motor,28.67,4,1860444.43
Other,2023,Motor,37.73,5,4708974.13
USA,2018,Motor,34.63,4,2799906.45
Turkey,2024,Motor,42.14,4,4250945.84
Turkey,2021,Motor,17.48,2,306953.82
Greece,2023,Motor,17.76,4,641411.46
Netherlands,2020,Sailing,8.33,1,40897.34
Italy,2022,Motor,18.41,4,729582.32
France,2020,Motor,9.41,2,78294.26
USA,2022,Motor,68.04,2,13103916.48
USA,2024,Motor,42.33,4,5110023.51
Other,2019,Catamaran,7.66,2,38952.6
USA,2023,Motor,18.29,5,1040695.1
USA,2021,Catamaran,32.6,1,1533413.74
France,2021,Motor,13.71,4,327950.95
Italy,2024,Motor,32.72,1,1876284.47
Italy,2023,Motor,33.17,4,3207777.71
Other,2022,Motor,34.29,4,2691185.78
Italy,2020,Motor,19.24,5,990644.28
Italy,2019,Motor,35.07,2,2311254.34
Other,2021,Motor,34.25,2,1631555.94
Other,2022,Motor,30.05,1,1090299.3
Other,2024,Motor,32.5,4,2759590.92
Other,2022,Motor,30.24,4,2049336.32
Other,2023,Motor,46.77,5,7456309.28
Italy,2020,Sailing,16.63,2,257106.19
Italy,2020,Motor,51.58,4,8213142.35
Spain,2022,Motor,18.31,4,510698.42
Spain,2023,Motor,72.98,4,20916615.44
Greece,2022,Motor,29.46,3,1539841.96
UK,2024,Motor,30.92,5,3414960.46
Other,2020,Motor,8.8,2,58963.14
Other,2018,Sailing,15.17,1,158001.64
Italy,2023,Sailing,11.26,3,146869.57
Spain,2023,Catamaran,38.98,3,3624921.83
Spain,2020,Motor,133.8,4,65573714.18
France,2019,Sailing,44.44,5,5707814.42
Netherlands,2019,Motor,19.08,1,386783.62
USA,2024,Motor,41.33,2,4274158.89
Italy,2023,Motor,71.57,4,24354360.2
Netherlands,2024,Motor,36.99,5,5496191.51
Other,2020,Catamaran,31.71,3,1559662.5
Netherlands,2020,Sailing,13.72,3,179587.93
UK,2023,Motor,29.95,3,1947782.97
USA,2021,Motor,25.73,1,800731.74
Other,2023,Motor,18.76,3,498662.75
Greece,2024,Sailing,34.14,2,1695406.28
USA,2022,Catamaran,29.85,2,1357640.02
Other,2021,Motor,32.02,4,2029731.55
Germany,2020,Sailing,8.66,2,51485.56
Other,2024,Motor,32.0,5,3438665.62
Turkey,2023,Motor,41.5,5,5899502.92
Spain,2018,Motor,28.95,2,1110826.58
Italy,2023,Motor,44.96,1,3807256.11
Spain,2018,Motor,21.23,4,588581.39
Other,2020,Motor,34.51,1,1472213.95
France,2024,Motor,29.88,3,2071423.14
Italy,2018,Sailing,33.16,2,1436900.67
UK,2023,Motor,52.79,5,11762204.65
France,2018,Motor,7.61,2,43060.78
Italy,2024,Motor,44.13,4,7030504.0
USA,2018,Motor,19.87,4,633822.27
Other,2022,Motor,43.98,5,5840964.05
USA,2020,Motor,35.97,2,2197963.24
Other,2023,Motor,36.27,5,4262057.21
Greece,2022,Motor,44.92,3,4231522.09
France,2020,Motor,47.43,2,4028905.92
Germany,2020,Motor,39.3,4,3625823.24
Spain,2022,Motor,39.87,4,4264715.75
Other,2021,Catamaran,34.26,4,2584160.8
Other,2022,Motor,54.66,3,7483954.94
Other,2023,Motor,14.14,4,312591.37
Other,2022,Motor,7.24,4,55049.95
UK,2019,Motor,36.89,4,3547395.05
Turkey,2021,Motor,44.66,3,3869249.69
France,2023,Motor,32.74,3,2284890.34
UK,2022,Motor,9.54,1,80549.67
UK,2020,Motor,43.15,1,3025558.12
France,2024,Sailing,14.48,3,283116.41
USA,2021,Motor,31.38,1,1520496.41
Germany,2022,Motor,47.9,1,4091831.72
Other,2023,Motor,24.23,5,4446184.75
USA,2023,Motor,22.11,3,951634.91
Other,2019,Motor,45.66,3,3154504.35
Other,2020,Motor,37.45,3,2176747.51
Turkey,2022,Catamaran,38.53,5,4351206.98
Greece,2024,Motor,27.38,2,1222528.15
Netherlands,2023,Motor,34.42,5,4712247.29
Italy,2020,Motor,10.37,2,88328.12
Italy,2024,Motor,41.54,1,3523035.05
Italy,2020,Motor,32.84,4,2779794.74
Italy,2021,Motor,45.01,5,9423607.42
USA,2018,Catamaran,11.14,2,99980.75
Germany,2023,Motor,48.85,2,5086978.67
USA,2021,Motor,27.18,4,1760204.37
USA,2024,Sailing,14.12,2,189117.57
France,2018,Motor,12.85,5,254573.18
Other,2021,Motor,44.62,5,6857234.97
USA,2019,Catamaran,32.94,2,1633591.36
Turkey,2022,Motor,43.16,4,4684659.29
USA,2021,Motor,95.13,5,59026810.32
Italy,2018,Motor,39.57,4,3672026.42
Netherlands,2024,Motor,41.08,2,4129067.66
Other,2023,Motor,138.75,4,99196522.31
Other,2020,Motor,31.21,4,1859743.59
Other,2021,Motor,30.55,5,2783094.83
Italy,2019,Motor,32.53,3,2089921.38
Other,2022,Motor,35.95,5,4045241.71
USA,2022,Motor,66.24,5,21567535.77
Netherlands,2022,Motor,34.4,4,3301145.59
UK,2023,Motor,72.21,4,20466209.53
Italy,2023,Motor,6.57,1,34677.9
Other,2024,Motor,27.1,5,2360480.57
Italy,2020,Motor,26.17,3,1172229.89
Turkey,2020,Motor,43.69,2,2769480.36
USA,2020,Motor,10.21,1,79010.54
Germany,2020,Motor,13.0,4,234709.94
UK,2024,Sailing,11.05,3,141114.24
Other,2019,Motor,35.95,3,2036052.39
UK,2019,Motor,18.78,2,449848.58
France,2018,Motor,36.6,4,2655877.92
Netherlands,2021,Motor,26.57,3,1463014.12
Netherlands,2024,Motor,56.65,5,16171692.4
USA,2024,Motor,25.47,4,1873050.69
Netherlands,2022,Sailing,32.38,2,1604138.55
Germany,2022,Motor,71.2,3,15564107.19
Other,2023,Motor,30.34,3,1901046.5
Turkey,2021,Motor,38.32,3,1865735.23
Turkey,2021,Motor,11.51,3,135751.13
USA,2022,Motor,42.5,1,3165451.37
UK,2020,Motor,33.31,4,2689752.57
France,2020,Motor,43.37,4,4610094.35
Turkey,2024,Motor,28.42,2,1153321.42
USA,2023,Motor,35.26,2,2386677.78
Greece,2023,Motor,26.05,5,2150850.85
Spain,2024,Motor,28.64,4,5596467.7
UK,2021,Motor,18.9,4,640989.64
USA,2023,Motor,25.42,3,1328165.55
Italy,2021,Motor,37.16,3,2887940.6
Other,2021,Sailing,37.28,4,2616565.46
Netherlands,2018,Motor,25.97,1,751108.61
Turkey,2022,Motor,29.13,2,1122501.97
Italy,2020,Motor,31.74,5,3058035.24
Turkey,2020,Catamaran,16.62,3,310501.41
France,2019,Sailing,14.31,2,182908.01
Spain,2023,Motor,6.5,4,39315.93
USA,2023,Motor,37.21,3,3403425.03
Italy,2024,Motor,42.53,4,6330573.69
Spain,2021,Motor,31.3,1,1259373.7
Other,2021,Motor,35.56,3,2206007.58
Greece,2023,Catamaran,12.31,1,118030.36
UK,2019,Motor,17.59,4,468602.73
Other,2019,Sailing,26.69,2,720969.01
France,2019,Motor,62.65,5,16602759.59
Netherlands,2020,Motor,38.08,4,3801254.37
USA,2023,Motor,7.35,4,74620.79
Netherlands,2019,Motor,40.01,4,3220673.21
Other,2018,Motor,39.53,2,2109187.12
Other,2023,Sailing,27.44,3,1051131.53
Other,2018,Motor,47.54,3,3296714.91
Turkey,2024,Motor,25.5,3,1135446.63
Other,2018,Catamaran,16.26,1,193095.04
USA,2021,Motor,44.51,3,4659984.46
Germany,2024,Motor,18.1,2,501761.21
France,2019,Motor,34.01,3,2116812.93
Netherlands,2024,Motor,35.29,2,2743462.83
Germany,2023,Motor,33.59,5,4154918.39
Other,2019,Motor,12.53,4,189469.81
Other,2022,Motor,7.31,3,42391.67
Other,2019,Motor,33.81,5,2957831.47
Other,2021,Motor,68.05,2,8224611.93
Other,2021,Motor,44.72,1,2829723.05
Germany,2023,Motor,31.76,2,5858469.44
Germany,2018,Sailing,46.46,5,5392376.38
USA,2020,Motor,50.53,4,6610330.86
Netherlands,2024,Catamaran,29.0,4,2042803.96
Other,2021,Motor,84.71,2,14646930.67
Spain,2021,Motor,48.82,4,7226495.11
Netherlands,2022,Motor,45.79,4,5510422.61
Other,2023,Motor,22.97,1,689057.44
Spain,2024,Motor,8.27,2,69542.15
Other,2018,Motor,13.54,2,143598.24
Italy,2019,Motor,45.13,2,4020461.44
Italy,2023,Motor,35.62,4,4352407.44
Greece,2024,Motor,34.16,3,2802128.85
Greece,2019,Motor,25.7,3,930571.16
Italy,2023,Motor,34.56,5,5095240.14
Italy,2022,Motor,64.37,3,14226758.21
USA,2024,Motor,40.44,1,3239958.54
Italy,2023,Motor,7.77,1,56873.5
USA,2019,Motor,32.34,3,2118299.42
Other,2020,Motor,37.31,4,2809631.85
France,2018,Sailing,40.3,2,2185359.61
Italy,2024,Sailing,30.79,3,2350753.47
Other,2020,Motor,33.15,2,1607207.53
Germany,2021,Motor,64.45,5,18725318.73
Other,2024,Motor,51.34,4,7024158.82
Italy,2024,Motor,39.62,2,3801009.23
Greece,2023,Motor,28.1,1,1055240.64
Turkey,2023,Sailing,8.15,1,36068.08
Netherlands,2020,Motor,43.84,2,3146187.26
Greece,2024,Motor,95.21,2,25696286.11
Other,2021,Motor,74.41,1,9990799.71
USA,2023,Motor,40.05,4,4902439.56
USA,2024,Motor,44.9,5,9384985.83
Turkey,2018,Motor,30.11,4,1519897.21
